sha256,pkgName,classID
2E91A25E7D30DCE7BA8217EBA79EABA230C445E56367E3B66D91A23AABE274DB,com.splunchy.android.alarmclock,Alarm
A59102E979735A55FCACAE251D14AE8705F961366BE9B6974922DC916A30A451,com.zoner.android.security,Antivirus
093EBD1938A3FD17C91FBB34AED59E53F927EDBCE3686513D8ABA966C9898D8B,com.zoner.android.security,Antivirus
AD5B98718983265990F41D376703D93ECD3B89AA77C98FAE6A184B90482C5B85,com.unionpay,Banking
5AD79A112B00F40B2D4241B9509655E3DDD2FA9A354D346F7915F0804A3CC3F3,com.google.zxing.client.android,BarcodeAndQRcodeScanner
F456561A296C536690231D316393C7935923C445494C1173590D5572E61991AF,com.google.zxing.client.android,BarcodeAndQRcodeScanner
F0822929BF27F896306C899B9BF54DF0E09EC9FC985A1E983A4827DF74C726F1,jp.co.kixx.tool.twincalc,Calculator
44EB9FCE7676F7DB07D77766DA0168A7E82FDB835915FAEC2E5D68E587FC8D5F,com.truecaller,Dialer
29DA6E0BB1FF4C514082F0D3CD999B31FBD7BBE322083FE42E967DA9EFDD1211,ctsoft.androidapps.calltimer,Dialer
4DC850057A7227E5A7F786E4872F5EC938490B18EB02B974BBB40E72FC6AC7D4,com.exact,ExpenseTracker
784E0860E67402661CDD5B48C51291D00C1164C6DF665F9FF01590B0F5463AF6,org.joa.zipperplus7,FileManager
31FBF00E137746B7B41F796BDE58E239341112018C06FC840860CEDAC55B2E14,com.anysoftkeyboard.languagepack.french,Keyboard
C7766CDABB589DA39EFDFD28C6A1C4F3C67464A47D38A6EE6CAE64F9E0F00E05,com.lemonde.androidapp,News
A217F6890BD460C77305B7CC290999931FF4C381310EF61F68D3C12AB6D472F7,com.adobe.psmobile,PhotoEditor
D900AD72E6DFDEF71A095699B18FD12AD9DB25B775626C2D32B36BA5720659E2,vStudio.Android.Camera360,PhotoEditor
86D43E5FF07197BC715B5D4CEAE1D565BE9CB5D63151935EAB83A2D0E0BB022D,vStudio.Android.Camera360,PhotoEditor
089232B9F5D82772FDDA10C4C449FA4670F9E5C69B1FE97DF50AA60710A12B63,com.mfw.roadbook,TravelGuide
61AC5C6E1D65C83A24F0CBD04522CF191DD482F4E4880E834E4EB98857355F15,com.elift.hdplayer,VideoPlayer
A3F06F9C34FABABBC8B83AF365C42C1366FC7971585A20561AFD41937447F533,com.anifree.anipet.koi.ad,Wallpaper
