sha256,pkgName,classID
24D3490CF23842A791CBB5B10F1427808F4B163F9C492791709BD4FACC1E2091,com.rytong.airchina,Airlines
2D3D869A1DF82ACDCABBB08277ADECB8E5B64DB4DB516C7C1C6E91F32E141C03,com.rytong.hnair,Airlines
A1B554693AD6B506B179AE6AEC858205B011073E2A58A7DAD73103E99C786712,com.hkairlines.apps,Airlines
2E91A25E7D30DCE7BA8217EBA79EABA230C445E56367E3B66D91A23AABE274DB,com.splunchy.android.alarmclock,Alarm
7C5DA326FC3F88BC64290C677CFA5699E88395D7F05B28C99605CD0AEC50E759,com.nepel.scandriveanti,Antivirus
6EF89A66E93CE44BF19F375521A357831E58FC9A517A52E62B27F87211A4CD21,com.ikarus.ikarustestvirus,Antivirus
E4FF259530DD7815789C0E0DB6B89E1E1FD4AF93E491EEC11439D47C7E9E5A51,com.muchoswagapps.antivirus.applocker_cleaner_booster,Antivirus
DE606BBFBEBF41624B538BB2ECD408894B2D9D7A835573FF88BF21C6C7919748,com.security.antivirus.totalanti,Antivirus
DB8521F7D4953B0CFA53A065486C5519885FF0B61C0BCAE084412DEF94E2CD7C,com.grand.cleaner.henry.labs,Antivirus
6B0AD7BCF974DA834A045A204754F74B24801F9F7E1E2C289AC88CC573875DBD,com.boostcleaner.antivirus.ramcleaner,Antivirus
4708F97523D0B5A2EADA64AF7D1532447C3BD0F855C0AE1846CA052440DD5209,com.blitzcranks.free.antivirus,Antivirus
D1F3389571940C7832F282A358D0404DFAB39FEF528D4618F58BAB555F1EAD86,com.smartantivirus.smdv.cleaner,Antivirus
D5D4B5C78C4D6F0584DF98D50CCE3ADC0890C58A4D988180C885288428B39C4B,com.nepel.scandriveanti,Antivirus
4FA8749E5D4875F6071A50A667314E31C6FA195C7D8B52D184AF1362DE6123D2,com.antivirus.security.applock.boost.cleaner.virus,Antivirus
DBAA868C2D95D0CF183A39DEDAA0D9CC1E7941048F3AF942D8D5815267AD2CDE,com.antivirus.security.applock.boost.cleaner.virus,Antivirus
50BB39C035D2C866ACA164DD2DC736E20EF98F07A2B9E413E5E1DB98EA7205C5,com.Hisecurity.master.antivirus,Antivirus
81D1115432E032339134EDE671B334FE366CD2BB2A8D2B8C5469D256C9030822,com.nepel.scandriveanti,Antivirus
5760BBA0DAF82BA364A98B6EFD9D3EAC52DDA4DE4E4DC6C2643BF89619476D5E,com.power.clean.antivirus,Antivirus
9DC1D72168B148AAB3838078B11E0391388853F9ECFA6B6377DBF0F879A48351,com.maticmobi.mobilesecurity.antivirus,Antivirus
3556E6D32713451BD88295B8F9FE2AD05171DF1DFCF365D529D7EE0A242E1AC7,com.smartantivirus.smdv.cleaner,Antivirus
69C81403C28E86FE90975BAB668DD9F3FDC4330717A4842E334B57CFF68DF489,com.nepel.scandriveanti,Antivirus
A894AA7E7A26799496593252D36FB05C7CDE30C42891B4E3F1C3AAB8A6EEB22A,com.xyh.sclean,Antivirus
21EA5131788D9CB504A69AC696A91985D9E35AB01A3C0D682E4E8D9C9C554470,com.nqmobile.antivirus20,Antivirus
A0CA49F6D0CCD66D3600DFF6125A37C4E1C037CFAD281EAD4DA1F65F15F1B60C,com.virus.cleaner.security.antiviruspro,Antivirus
419F4C8E37978C429B4C71F7E389C7DB0AB6290BA8606F026BD6B27039DB2F99,com.nqmobile.antivirus20,Antivirus
2A9DC237B951EECC130EEC5E23252789E4C9B5877125389EC88E37EF778519D0,com.master.clean.antivirus,Antivirus
2931016DB4280D0DE08AB8A648DCF238D8854C8E57348B4417C0F254AFCF7CC5,com.fsecure.eicar.antivirus.test,Antivirus
238396FF004CF5505CC1FB783C2671D6E89867235D2846DA8494CC2038FC16E1,com.fsecure.eicar.antivirus.test,Antivirus
29A9B07B72809F00F8748198F60CF6CA5412394CA78775A68B87DBB687238355,com.antivirus.master.cmsecurity,Antivirus
3103E5014959ACE0B14426EB32725159418E8F5A28473FA289E3AA61B78FCA51,com.cleanvirus.cleaner.anti.virus2021,Antivirus
922C8A3972C8A10471456A1CABE3DB5CB1D4F18B06C86C0C035C9E8647BDE354,com.viiiiim.soufiane,Antivirus
C266927868B4954D008999B2FD8E0A840CABD3555038628FFA90D24A8A493F1E,com.nqmobile.antivirus20,Antivirus
33A19789C1960EFD5B51DDB8E68989C7F037224DB6EB03D0931557D6FCAE3238,com.conenestpps.fade.andivires,Antivirus
6EFCAED7D0A89AFA1D400DA9A473B7DE41D0010B1E1B136B3D2BB8FE935D0B6F,com.nqmobile.antivirus20,Antivirus
AAE6095F2A25BA1836AB28CA876697330683E87AD8F916EDDEACF972BB4AB05C,com.virus.cleaner.antivirus,Antivirus
312FE755D68D9DCD1268D82A0BF2DC8E03C43407DFC567C67C5FE650173EF5DA,com.powerstars.answer.horoscopes,Astrology
BCFCBF919659AAC7D52F26C14C4FACD7E498292E817F0A532F56E1A9D959815C,com.zodiac.diary,Astrology
0E3D6DE644F5DF8873328FAB04AD5909FF5025F6A490A723B29B9DC16958E21D,com.zodiac.diary,Astrology
24DD92190E920E5D48687A08C799563968C7E47BAB41B5977BB44A8136DBF384,com.zodiac.diary,Astrology
9CC1CF7C2BE5BFA6E8DBC605AC3320014201808BA9410CBFFA07F349C2245ED9,com.zodiac.diary,Astrology
D545586503C3CD7A3E60E7C80D7535285F666F2BCF8F150232EADA424344BE71,com.zodiac.diary,Astrology
1C396A3FFE98160B927DAC897DA468E08DEB064871E2FF21A7F2AB996C761DE2,com.TishaLee,Astrology
ED052CEE6E966C2CEA0228A60D99194FCB869318F8E602976C50448114A322D4,com.rng.youchat,Astrology
8131FB40FDAF58037863DA7813356F3E6A036E12772BA1405EEE1FC0227EF0EB,fish.fp.fortunepolaris,Astrology
D96A289FDE29C22B20328EC98291F3196040C26555DD606631F826175F6B8455,com.rng.youchat,Astrology
C590CA89000145D25B1BF327B55DA4FBDD5ED3C387AAD1CEAEA31BEDCC74DB44,com.rng.youchat,Astrology
9E7FE966DB307366C681297D4CB70FD50D09D18BCA245606F777347594E0D527,com.rng.youchat,Astrology
E5624CD75FDF71D4E8BE1701D6C051B1F41DF16D3357D2EED4B4F795FFDB92BF,com.always.divination,Astrology
9BDD7CDE8224727A8CC8B9ED8CD446DE1BFD69323E1368D6E9CC30D6ADA52E36,com.rng.youchat,Astrology
93E575B76AE74B4B60AD8B44D29B9AFB12AF7EFF117B1B475B699C274DAEDD1C,com.rng.youchat,Astrology
6F2757DB58AE6A043D2F832EFC4278B9D10417C7BD36B4D6045C6F056028FF8C,com.rng.youchat,Astrology
41729E7BBCA81CA33EB5E934DB2652B36D49302EDB575A4A6B95A719F772806A,com.rng.youchat,Astrology
F1049354816457C5E25E170E263003E316917A0D325D821EA003F5421EE334E1,com.daily.luck.horoscope,Astrology
EC347AE0BC08E06BE301ECBE25C2C2B0AEE0C59C6676E3CEE87C246CB5975684,com.rng.youchat,Astrology
18CA56BCCAFF8156FB9CBFA85A9AB18BB74DC05A45E03EE5B7D193FFBB64AF7A,time.ts.telescope,Astrology
AC6A2DF919E3DBF8882BC9D2DF32F06E616E99B7FBD8BD5F7D73E1F966345363,com.q2e.communityfirst3053android.cfbmobile.uwnmobile,Banking
BAFD2EF5E841ADBF3279C222DEE0F5AB9C3CC95BCE424AB5CCA0400254FE6186,com.nhf.fmbnmobile,Banking
AD3D24269259F7D5E1E3AF75C7F46A8AF4A0F47F52F39789AD1D87162F4D2FCE,com.lvcash.lvcashcomshoz,Banking
7B18A91FEBBCAF7AE470DAA12942C54E1DFB62B010FAB2EA6079FA6274BB9754,com.banofinancial.app,Banking
14D741A61BBE262BDC27B22DE1BA1CC8BC09E4CFEB9A3F81B079E203CD37F583,com.q2e.capitalcreditunion5071.mobile.production,Banking
3F465998CF87C4A0E816EA04C4C094C303266B301ECD2E98B95771122CB03EE2,com.kbzbank.kpaycustomer,Banking
9937BC3FADCD8A177D78CD14217C6B81F7AAE6875577510A116BCAF5EDE88E62,com.kbzbank.kpaycustomer,Banking
0407FCE51DA6BA98938668F64C61FFE44EDFFF59523F022B8B3BB72F9D6CAB52,com.kbzbank.kpaycustomer,Banking
02C1DFA19F221D28F5693A56F9118428CAB487A29B28369127233A1F3BD61DC1,com.cash.dhan.credit.quick.money.rupee.smart,Banking
64496708732F284AC90A9E077F785528FE38556D3BB5A726985115745750DCF1,com.kbzbank.kpaypartner,Banking
05984145AC912F471B683E96340342CE64570892652441CE177E78D2C408FD5E,com.wPremierOnline_13833146,Banking
E5BEDE2E5C51631AB4104705EFC1DA1DD89CBA7ABFF0B7C9423E9ACA0AB8863D,com.fsnb,Banking
8B1D63DAFCA97212A12C4CA26070504CB1F0A443D268CBCFBDBD5D84AF7C5984,com.kbzbank.kpaycustomer,Banking
5AD79A112B00F40B2D4241B9509655E3DDD2FA9A354D346F7915F0804A3CC3F3,com.google.zxing.client.android,BarcodeAndQRcodeScanner
F456561A296C536690231D316393C7935923C445494C1173590D5572E61991AF,com.google.zxing.client.android,BarcodeAndQRcodeScanner
0B2AE4ACE822936D85E79D4489CBBA9F3F84FBCC657A49158A8FE2924C050F5E,qr.barcode.reader.scanner.tool,BarcodeAndQRcodeScanner
FE1BEBDA4B32E785ECBB33CD0A2EC85E42D0D200695E73A7E5034D92A9A8F783,qr.barcode.reader.scanner.tool,BarcodeAndQRcodeScanner
DA771267BE79A612737BC3E12E812E6EF3062A62B0DC414E3CCD7E94CEFBF706,com.fast.easy.tool.scanner,BarcodeAndQRcodeScanner
48273B611C59959578250B169868A86D8720EC57A3A8AF442112B9B5EAEEFE66,com.shenyaocn.android.barmaker,BarcodeAndQRcodeScanner
49E01FEE1893052408A4E6D299F3162028BDF2D229DDFCB2153F6EDFF2255AA4,com.comply.qrscan,BarcodeAndQRcodeScanner
3971FEBFFE8D4BBDC366F6A8AF37077A09A6532E21B051EBE7EDBFCAF58B264E,com.manateeworks.barcodescanners,BarcodeAndQRcodeScanner
06E20D6B979FA57DCB7EA70D3FD19E90E413422B0C50B1038E095494A55DD55F,com.mantano.reader.android,BooksReader
55AC74506EB789EBE4EA449DDFD91719E33C6D9BC2D3824CE947DEB50AABA093,com.dreame.reader,BooksReader
900E732F7787AE1B7FD57B0360F4D5BB986B07C4C6D85CD0932ABEE9CE5DD12B,com.aynovel.vixs,BooksReader
