sha256,pkgName,classID
24D3490CF23842A791CBB5B10F1427808F4B163F9C492791709BD4FACC1E2091,com.rytong.airchina,Airlines
2D3D869A1DF82ACDCABBB08277ADECB8E5B64DB4DB516C7C1C6E91F32E141C03,com.rytong.hnair,Airlines
69C81403C28E86FE90975BAB668DD9F3FDC4330717A4842E334B57CFF68DF489,com.nepel.scandriveanti,Antivirus
238396FF004CF5505CC1FB783C2671D6E89867235D2846DA8494CC2038FC16E1,com.fsecure.eicar.antivirus.test,Antivirus
25CFB9AE9594147981E824E866243FB4AFD171F0A5D9A3FBEA461E5D8A248E71,com.Mieplus888.Antivirus2018formobile,Antivirus
6B0AD7BCF974DA834A045A204754F74B24801F9F7E1E2C289AC88CC573875DBD,com.boostcleaner.antivirus.ramcleaner,Antivirus
A0CA49F6D0CCD66D3600DFF6125A37C4E1C037CFAD281EAD4DA1F65F15F1B60C,com.virus.cleaner.security.antiviruspro,Antivirus
9E3D36AD8A8DE180415AC4EC422D0C198CF996F2979B634846D6B100E2D9BB5A,com.antivirus.cleaner.security.applock,Antivirus
729DC96E8ABE857158C8091E6FBFC47A0174F2F887875ADD90EC2D1D990E2D24,com.virus.batteria,Antivirus
0BE63A38F523D2FF65114A013F6AD7C5C6B34B433D0AD2B63729C1D38DC2113E,mobi.supo.cleaner,Antivirus
76E844BD62CB272637A7CBBF28BD86DA5F98B0C56E13434E535F61D79BB87FB2,muel.security.antivirus,Antivirus
9DC1D72168B148AAB3838078B11E0391388853F9ECFA6B6377DBF0F879A48351,com.maticmobi.mobilesecurity.antivirus,Antivirus
2395447DBB59F9FC04D4A01566B55679EA53FFDD628C400E57EAEC5E5E65D4EE,com.securitydefender.Antivirus,Antivirus
7C5DA326FC3F88BC64290C677CFA5699E88395D7F05B28C99605CD0AEC50E759,com.nepel.scandriveanti,Antivirus
5760BBA0DAF82BA364A98B6EFD9D3EAC52DDA4DE4E4DC6C2643BF89619476D5E,com.power.clean.antivirus,Antivirus
AAE6095F2A25BA1836AB28CA876697330683E87AD8F916EDDEACF972BB4AB05C,com.virus.cleaner.antivirus,Antivirus
7DB18D615214556BE2D367E402F311284DC19BE8AC8FE1C3C5010830863F0E0E,com.smartbapp.antivirus,Antivirus
03D98D91D3DAB873BB3CC467F8FED2C6A3832946BFC90CE4106537995F7CB87F,com.mastersecurity.cmphonesecurity,Antivirus
19B5F3B8C086A4F20B152C880874CE28F8B05AFDABB703246E22789D2FE3DD65,com.super.security.cleaner.Antivirusprocom.super.security.cleaner.Antiviruspro,Antivirus
29A9B07B72809F00F8748198F60CF6CA5412394CA78775A68B87DBB687238355,com.Antivirus.master.cmsecurity,Antivirus
50BB39C035D2C866ACA164DD2DC736E20EF98F07A2B9E413E5E1DB98EA7205C5,com.Hisecurity.master.antivirus,Antivirus
2A9DC237B951EECC130EEC5E23252789E4C9B5877125389EC88E37EF778519D0,com.master.clean.Antivirus,Antivirus
4FA8749E5D4875F6071A50A667314E31C6FA195C7D8B52D184AF1362DE6123D2,com.antivirus.security.applock.boost.cleaner.virus,Antivirus
3103E5014959ACE0B14426EB32725159418E8F5A28473FA289E3AA61B78FCA51,com.cleanvirus.cleaner.anti.virus2021,Antivirus
33D0E85B427CFFC1EE182EEBFF754AE0AABE1E2F757CA70CF4E034D7DF670025,com.one.clean.security.booster.tool,Antivirus
0A3C04C8BC62B81646085B1E5ED8D36B2FBCFD45AF2D66A35BAA728F16E06F7D,com.mastersecurity.cmphonesecurity,Antivirus
33A19789C1960EFD5B51DDB8E68989C7F037224DB6EB03D0931557D6FCAE3238,com.conenestpps.fade.andivires,Antivirus
81D1115432E032339134EDE671B334FE366CD2BB2A8D2B8C5469D256C9030822,com.nepel.scandriveanti,Antivirus
3556E6D32713451BD88295B8F9FE2AD05171DF1DFCF365D529D7EE0A242E1AC7,com.smartAntivirus.smdv.cleaner,Antivirus
4708F97523D0B5A2EADA64AF7D1532447C3BD0F855C0AE1846CA052440DD5209,com.blitzcranks.free.antivirus,Antivirus
86D0A5D256560BAFD0D1CB8467E71E6B89F8CD4C356A5EF60C6D7CE190673118,com.virus.removal.for.android,Antivirus
922C8A3972C8A10471456A1CABE3DB5CB1D4F18B06C86C0C035C9E8647BDE354,com.viiiiim.soufiane,Antivirus
53F1326FB403AA5B7D03C85611E1FF7780669E4A5BE5DE2DCB58E8B47564FC62,com.pinjamango,Banking
9937BC3FADCD8A177D78CD14217C6B81F7AAE6875577510A116BCAF5EDE88E62,com.kbzbank.kpaycustomer,Banking
02C1DFA19F221D28F5693A56F9118428CAB487A29B28369127233A1F3BD61DC1,com.cash.dhan.credit.quick.money.rupee.smart,Banking
484EF3ED421CA26206205BF364B72A6E89B9234809B6117FB54C559BE46F5832,com.basestonedata.worldmoneyapp,Banking
7B18A91FEBBCAF7AE470DAA12942C54E1DFB62B010FAB2EA6079FA6274BB9754,com.banofinancial.app,Banking
64496708732F284AC90A9E077F785528FE38556D3BB5A726985115745750DCF1,com.kbzbank.kpaypartner,Banking
4B691F5B420B21B4F188F648507987906A7DB00C39C9CBC163FD55189BB9958F,com.pinjamango,Banking
0407FCE51DA6BA98938668F64C61FFE44EDFFF59523F022B8B3BB72F9D6CAB52,com.kbzbank.kpaycustomer,Banking
87655956E98EB71222DC91791AF887EEE1025D43D79D2D919ABBE281E3D210DC,com.yondroid.kodetransferatmbank,Banking
8B1D63DAFCA97212A12C4CA26070504CB1F0A443D268CBCFBDBD5D84AF7C5984,com.kbzbank.kpaycustomer,Banking
87984DB0ACAFB6B12D12AC29B5864E56F7869E16DDDE3C30984F6004E6035764,com.kbzbank.kpaypartner,Banking
A7E410DFEB4209FE8F3D6B5F9B72302212739E85A13A024F939DDC6A597BA77C,com.nhf.fmbnmobile,Banking
40AEC26BF7125ABB0EEF068EC01915913F77FED2B5881D5106144EEA877FF484,com.bnu.mba,Banking
A510316B544C36788F7C3FAE498D6904E950EAC4B8E8DF3D33D07DF00405E859,com.bnu.mba,Banking
2677F4A8BBEC8048E5DE3C3B43BBA02CE0BCA031EE1FD883DA3F837B90751486,com.loan.cash.credit.branch.tala.fast.lending.mexico,Banking
2ADDD38579189DB6BE298C1D3B2AEF554D0CDACE514B154F015E11F0866340A7,com.basestonedata.worldmoneyapp,Banking
3F465998CF87C4A0E816EA04C4C094C303266B301ECD2E98B95771122CB03EE2,com.kbzbank.kpaycustomer,Banking
93A0BDBA21BA4499925DC81FDE6831DD2F8AE8935B5B0AFD1AEC2BCE1DE8E3F1,com.kbzbank.kpaypartner,Banking
67D2B033D8E082E32CC5206B4A0C14241894FAA7E5BFBC14C5D4FB87A26A5084,www.dataaccurate.in.aniwealth,Banking
AB0D76EFF77F9FC598DCA166CF8A9B8E97F7B88CE46FF837A8C5DC62EB82382C,qrcodereader.barcodereader.codescanner,BarcodeAndQRcodeScanner
0B2AE4ACE822936D85E79D4489CBBA9F3F84FBCC657A49158A8FE2924C050F5E,qr.barcode.reader.scanner.tool,BarcodeAndQRcodeScanner
7EA3931CF6DA47F78A196C7DC917EFD9258431542064FCD3809C1B1F85887345,com.kevin.quick.app,BarcodeAndQRcodeScanner
49E01FEE1893052408A4E6D299F3162028BDF2D229DDFCB2153F6EDFF2255AA4,com.comply.qrscan,BarcodeAndQRcodeScanner
03C8D2265261E239B6549DE584E2F12DFE403199B91FAF50803A03C8EA18E8B0,com.smart.scanner.barcode.qrcode.reader,BarcodeAndQRcodeScanner
A23A9A7BDF97EBD6776AD71A79EC18E9D38F611C97074CEF575BC66C1746F1C8,qrcodereader.barcodereader.codescanner,BarcodeAndQRcodeScanner
17421BE92870E3A6B4FE9532A172DCB699F242B48BEDEA6F9A19965A7177495D,com.readoo.novel,BooksReader
2D14074AE91FF91135BC974DE984BD380BC6354D941DCCD54F2D0E6964CB60D8,com.gzhi.neatreader.r2.main,BooksReader
181CEA613A1104B3169765D13C8F6CB7354EF95AD1CBB8D712E735044339C146,com.gzhi.neatreader.r2.main,BooksReader
5048A0D65F92DF8DB57C9BB7122030980870ED8E7A5A8023355C4A9F817EE237,com.lemi.xuanhuan,BooksReader
6A29752A57E75D564D7E7DF7DA1D9490BDA74191BC4D5E72334370DFFEAA27F6,com.zhuishu.eggyolk,BooksReader
900E732F7787AE1B7FD57B0360F4D5BB986B07C4C6D85CD0932ABEE9CE5DD12B,com.aynovel.vixs,BooksReader
4F53C46A5BB13E7F1FCB3E2C1FC7743DFAE7D884543D5D2D892FF0727CCFECE5,com.quwai.novelreading,BooksReader
53362D6430046B6051BB451BA05035E94F1E272FEFB4229FE8FC24E9D293BC0E,com.dreame.reader.indonesia,BooksReader
9A730ADF86269BFB89A2D44056375DB3071D03033AE2BE45E96F18F94D83BFAC,com.stardust.kissreader,BooksReader
4A805F75D523FA9A84C02A4D3134C3C1F9ECFB8500CEE2B6EB05A0F4DDBDB593,com.zhuishu.eggyolk,BooksReader
5CE827B1D5F9AB968A71BC14B34F93F1BF69FCF4EFD750A05702166F364043BA,com.slash.reader,BooksReader
65DE8FC13EE139963F9022D16AD3F51A0CFC9602A5FDC2DC1871F3B3DDB4896E,com.zhuishu.eggyolk,BooksReader
9CDED8FF9902CC1E837E49B4CFC63104E98F00DB9DACB16EA0D927991BA28B0E,com.aynovel.vixs,BooksReader
55AC74506EB789EBE4EA449DDFD91719E33C6D9BC2D3824CE947DEB50AABA093,com.dreame.reader,BooksReader
64BC455AAFB8619FD1C72AF0B63451B7B01DFBCBAC59A46C7C1C3768D0FBAC5D,com.wuxia.world,BooksReader
5E3EF176ABC46D97221BF3BCE6C2EBB1A122D7C10B4F1ABFBCAC728B708C472A,com.gzhi.neatreader.r2.main,BooksReader
9C2CEAFBA460D5C45F71BC93A71EAF6103AD5E65156FEF0890F1698BCB886A0D,com.dreame.reader.indonesia,BooksReader
84529BECC4504F5BD3241A16A5BA98A0D1FD815C801D2FAF4C3562535CE86DF6,com.webnovel.yanqinnovelreader,BooksReader
A7A8DFE6EA3B96DFB3AED953A0B8DC3FE21D362B7F70F9BB27CB0095C9E7AF7E,com.sago.anyue,Browser
6A42E0417BE7D6C24794B5F929A5E2CA3553641B2A58A4A1318867D6274C22AA,pure.lite.browser,Browser
7F62781A1F65EDDBAA08A96E242BCA678E4C59EBC9F7825A437D71C96ABB32CE,phx.hot.browser,Browser
